id,name,Tipo de Comida,x,y,district,star,min_price,max_price,status
1648,McDonald's,Fast-Food,-11.9903445,-77.0632258,INDEPENDENCIA,32,29,130,Funcionando
1649,Cafe de la Plaza,Cafeteria,-12.0059902,-77.0586093,INDEPENDENCIA,25,11,142,Funcionando
1650,Sandwicheria Papi,Fast-Food,-11.9862014,-77.0625535,INDEPENDENCIA,45,7,113,Funcionando
1651,SABROSON - POLLOS A LA BRASA,Polleria,-12.0321628,-77.0572834,SAN MARTIN DE PORRES,50,9,130,Funcionando
1652,Restaurant Turistico La Choza Del Huambrillo,Comida Peruana,-12.0118167,-77.0026424,SAN JUAN DE LURIGANCHO,39,20,150,Funcionando
1653,Danny's - Pollos y Restaurant,Polleria,-12.0253845,-77.0094241,SAN JUAN DE LURIGANCHO,39,8,163,Funcionando
1654,Polleria Chany,Polleria,-11.977339,-77.0494848,INDEPENDENCIA,38,21,147,Funcionando
1655,Cevicheria El Puerto,Mariscos,-11.9637763,-76.9899397,SAN JUAN DE LURIGANCHO,39,29,115,Funcionando
1656,Restaurant Cevicheria Meza Libre,Mariscos,-11.9861088,-77.00697,SAN JUAN DE LURIGANCHO,36,20,94,Funcionando
1657,El Pez Bravo,Mariscos,-11.9506731,-77.0647861,COMAS,42,11,106,Funcionando
1658,Restaurante de la selva Toma-cita,Comida Peruana,-12.0115442,-77.0027926,SAN JUAN DE LURIGANCHO,50,4,165,Funcionando
1659,Selva Gourmet,Comida Peruana,-11.9923226,-77.0615561,INDEPENDENCIA,50,22,86,Funcionando
1660,Chicharrones Mr Pig,Chicharroneria,-12.023575,-77.0075555,SAN JUAN DE LURIGANCHO,50,23,115,Funcionando
1661,Sarcletti,Postres,-12.005998,-77.057706,INDEPENDENCIA,44,4,158,Funcionando
1662,McDonald's Heladeria,Postres,-11.9902101,-77.0633129,INDEPENDENCIA,40,17,132,Funcionando
1663,Nortfish,Mariscos,-11.9909323,-77.0597748,INDEPENDENCIA,41,24,128,Funcionando
1664,Starbucks,Cafeteria,-11.9945002,-77.0619688,INDEPENDENCIA,44,10,156,Funcionando
1665,McDonald's,Fast-Food,-12.0052743,-77.0548982,INDEPENDENCIA,48,14,118,Funcionando
1666,McDonald's,Fast-Food,-11.9938969,-77.06191,INDEPENDENCIA,40,25,103,Funcionando
1667,Delipan,Panaderia,-11.9924055,-77.050599,INDEPENDENCIA,40,27,138,Funcionando
1668,Panaderias PROMESA,Panaderia,-11.9927163,-77.0517398,INDEPENDENCIA,45,10,168,Funcionando
1669,Frutix,Cafeteria,-11.9948507,-77.0619396,INDEPENDENCIA,43,13,117,Funcionando
1670,Starbucks,Cafeteria,-12.0068114,-77.0598623,INDEPENDENCIA,41,19,110,Funcionando
1671,EVENTOS BENJAMIN,Panaderia,-11.9906841,-77.0495179,INDEPENDENCIA,30,27,151,Funcionando
1672,Super Misstura - panaderia y pasteleria,Panaderia,-11.9977772,-77.0533346,INDEPENDENCIA,20,10,108,Funcionando
1673,Cafe-Internet X-plorer,Cafeteria,-11.9956417,-77.0535181,INDEPENDENCIA,47,14,118,Funcionando
1674,D'Gomez,Cafeteria,-11.9889593,-77.058463,INDEPENDENCIA,36,20,122,Funcionando
1675,Mega Plaza,Comida Latina,-11.9942378,-77.0612389,INDEPENDENCIA,43,7,116,Funcionando
1676,McDonald's,Fast-Food,-12.007081,-77.0593459,INDEPENDENCIA,38,21,136,Funcionando
1677,Starbucks,Cafeteria,-12.0141933,-77.0604229,SAN MARTIN DE PORRES,42,4,134,Funcionando
1678,Krispy Kreme,Postres,-12.0065897,-77.0590674,INDEPENDENCIA,38,22,131,Funcionando
1679,Bembos Heladeria,Postres,-11.9893764,-77.0632014,INDEPENDENCIA,40,9,94,Funcionando
1680,Allyku,Comida Peruana,-12.0069816,-77.0584383,INDEPENDENCIA,30,27,122,Funcionando
1681,Starbucks,Cafeteria,-12.0060958,-77.0583465,INDEPENDENCIA,47,18,83,Funcionando
1682,Barra Caleta,Mariscos,-12.1139812,-77.0244383,SURQUILLO,48,7,129,Funcionando
1683,Cevicheria Union,Mariscos,-12.1468654,-77.0204388,BARRANCO,40,13,113,Funcionando
1684,LA PANKA,Cafeteria,-12.0071587,-77.0594973,INDEPENDENCIA,24,30,91,Funcionando
1685,El Fogon Del Asador Parrillas & Cocina Rustica - MAGDALENA,Parrilla,-12.0940304,-77.0689429,MAGDALENA DEL MAR,43,11,145,Funcionando
1686,Chicharroneria SABOR CHINCHAN,Chicharroneria,-11.8989041,-77.0318114,CARABAYLLO,40,14,117,Funcionando
1687,Sarcletti,Postres,-12.0887606,-77.0046917,SAN BORJA,42,16,148,Funcionando
1688,Polleria El LeÃ±ador,Polleria,-11.8532609,-77.0352233,CARABAYLLO,41,3,105,Funcionando
1689,Peppos Burguer,Fast-Food,-11.8833445,-77.0335583,CARABAYLLO,50,15,92,Funcionando
1690,Cosme Restaurante y Bar,Comida Latina,-12.1079714,-77.0404183,SAN ISIDRO,46,25,89,Funcionando
1691,LA PARRISHITA (Best DIshes),Parrilla,-11.9925448,-77.0090885,SAN JUAN DE LURIGANCHO,50,26,151,Funcionando
1692,EL COCOROCO Polleria - Restaurant,Polleria,-11.8695172,-77.0262692,CARABAYLLO,41,7,150,Funcionando
1693,Carbon y Cilindro,Parrilla,-12.0205803,-76.9217299,LURIGANCHO,50,23,129,Funcionando
1694,Restaurant COTY,Comida Peruana,-11.902497,-77.0356369,CARABAYLLO,41,13,126,Funcionando
1695,El Ruedo RestoBar Carabayllo,Comida Peruana,-11.8584579,-77.0448372,CARABAYLLO,41,26,158,Funcionando
1696,Gustitos el paisa,Cafeteria,-11.9562811,-76.9848835,SAN JUAN DE LURIGANCHO,50,29,105,Funcionando
1697,Cevicheria Como En Casa,Mariscos,-11.8860581,-77.0349535,CARABAYLLO,50,21,112,Funcionando
1698,Restaurante Richar,Comida Peruana,-11.8756241,-76.9530169,SAN JUAN DE LURIGANCHO,50,6,163,Funcionando
1699,Chigui Huarique Cevichero,Mariscos,-12.0862746,-77.0425758,LINCE,45,30,105,Funcionando
1700,Chifa Hao Chi Restaurant,Comida China,-11.8960924,-77.0332083,CARABAYLLO,40,18,156,Funcionando
1701,EL SABOR,Comida Peruana,-12.0484531,-77.0319706,LIMA,45,24,102,Funcionando
1702,Restaurante El Campestre,Comida Peruana,-11.8613913,-77.016598,CARABAYLLO,10,11,107,Funcionando
1703,Restaurante Â«Mama JuliaÂ»,Comida Peruana,-11.9802753,-76.7905057,CHACLACAYO,42,18,124,Funcionando
1704,Emieri Heladeria y Pasteleria,Postres,-12.2755127,-76.870272,LURIN,50,26,92,Funcionando
1705,HASHIRU RESTOBar,Comida Peruana,-11.8997324,-77.0366569,CARABAYLLO,45,14,135,Funcionando
1706,Restaurante Cevicheria Pappo Lucca,Mariscos,-11.8923601,-77.0379034,CARABAYLLO,39,25,93,Funcionando
1707,L'Eau Vive Del Peru,Comida Francesa,-12.0488439,-77.02946,LIMA,45,21,108,Funcionando
1708,Pizzeria,Pizzeria,-12.4816553,-76.7986823,PUCUSANA,50,12,81,Funcionando
1709,Restaurant D' Fanny,Comida Peruana,-11.9837519,-76.9352358,LURIGANCHO,40,18,92,Funcionando
1710,Cevicheria Marcelia,Mariscos,-11.8773131,-77.0184306,CARABAYLLO,41,18,88,Funcionando
1711,Restaurante campestre El Pino,Comida Peruana,-11.8573068,-77.0412846,CARABAYLLO,41,17,97,Funcionando
1712,Cevicheria El Paisano,Comida Peruana,-12.0910633,-77.0730742,MAGDALENA DEL MAR,40,13,156,Funcionando
1713,Cevicheria Donde Pinto,Comida Peruana,-12.2753994,-76.8705151,LURIN,50,25,104,Funcionando
1714,Restaurante Carmen,Comida Peruana,-11.888607,-77.0246312,CARABAYLLO,50,28,159,Funcionando
1715,Volocho RestoBar,Comida Peruana,-11.8969286,-77.0386433,CARABAYLLO,43,17,99,Funcionando
1716,Manolo CAFE & MUSIC,Cafeteria,-11.8683165,-77.0753209,PUENTE PIEDRA,50,20,168,Funcionando
1717,Comerdor Popular Micaela Bastidas,Comida Peruana,-11.883398,-77.0201059,CARABAYLLO,30,15,167,Funcionando
1718,La riqueza del mar,Mariscos,-11.8427575,-77.1012938,PUENTE PIEDRA,50,4,119,Funcionando
1719,RUMI - Comida Tradicional,Comida Peruana,-11.874567,-77.0123534,CARABAYLLO,50,15,100,Funcionando
1720,DONDE MECHE,Comida Peruana,-11.8901236,-77.0262628,CARABAYLLO,44,8,134,Funcionando
1721,Restaurante Magaly,Comida Peruana,-11.8887679,-77.0368274,CARABAYLLO,20,10,93,Funcionando
1722,Pizza Hut,Pizzeria,-12.0717903,-77.0985216,SAN MIGUEL,41,13,115,Funcionando
1723,Chicharroneria D Leo,Chicharroneria,-11.8909509,-77.025983,CARABAYLLO,37,26,102,Funcionando
1724,Papa John's,Pizzeria,-12.0560758,-77.0374578,LIMA,41,10,102,Funcionando
1725,JamaBar,Comida Peruana,-11.8959891,-77.034385,CARABAYLLO,40,10,141,Funcionando
1726,POLLERIAXIORIE,Polleria,-12.2689692,-76.875375,LURIN,50,25,150,Funcionando
1727,Mr.CHICKEN - POLLOS A LA LEÃ‘A,Polleria,-11.8694475,-77.0300135,CARABAYLLO,39,24,97,Funcionando
1728,Chicharroneria Don Mario,Chicharroneria,-11.8868851,-77.0357547,CARABAYLLO,42,14,142,Funcionando
1729,Don Torcuato Market,Comida Peruana,-12.2076758,-76.8612083,PACHACAMAC,50,13,96,Funcionando
1730,Cevicheria Akemi,Mariscos,-11.8767445,-77.0154245,CARABAYLLO,41,6,119,Funcionando
1731,La red,Mariscos,-12.0789069,-77.087701,SAN MIGUEL,43,23,156,Funcionando
1732,Budare Restaurante,Comida Peruana,-11.9012955,-77.0352287,CARABAYLLO,42,3,112,Funcionando
1733,Starbucks,Cafeteria,-12.0664664,-77.0474638,BREÃ‘A,43,3,158,Funcionando
1734,Restaurante Campestre Misky Sanka Puente Piedra,Comida Peruana,-11.8346332,-77.0932037,PUENTE PIEDRA,50,30,83,Funcionando
1735,Don sheke,Comida Peruana,-11.8588403,-77.0445489,CARABAYLLO,33,17,117,Funcionando
1736,Chifa Luna,Comida China,-11.8733126,-77.0157769,CARABAYLLO,40,14,103,Funcionando
1737,Asociacion Virgen Del Carmen Pacaycasa.,Comida Peruana,-11.9850863,-76.8969105,LURIGANCHO,50,5,109,Funcionando
1738,Cesar's Grill - Bar & Restaurant,Parrilla,-11.8577292,-77.0430005,CARABAYLLO,41,27,106,Funcionando
1739,Cevicheria El Gordo,Cafeteria,-11.8669136,-77.0781751,PUENTE PIEDRA,10,16,161,Funcionando
1740,Cevicheria Mundo Pez,Mariscos,-11.8770845,-77.016671,CARABAYLLO,45,13,166,Funcionando
1741,Restaurante - Cebicheria DÂ´Norte,Mariscos,-11.9824641,-77.085021,LOS OLIVOS,50,11,142,Funcionando
1742,Cafe Ashaninka,Cafeteria,-11.9863323,-77.0609246,INDEPENDENCIA,25,30,165,Funcionando
1743,Polleria Super 2,Polleria,-11.876844,-77.0272827,CARABAYLLO,30,5,105,Funcionando
1744,Chicharroneria LA CAMPANA,Chicharroneria,-11.8274231,-76.9962319,CARABAYLLO,38,12,111,Funcionando
1745,La Cocina de Mama,Comida Peruana,-11.8285337,-77.0414983,CARABAYLLO,50,26,117,Funcionando
1746,Polleria La CabaÃ±a,Polleria,-11.8907239,-77.0268212,CARABAYLLO,40,22,113,Funcionando
1747,Kiosko,Fast-Food,-12.0965224,-77.0592332,MAGDALENA DEL MAR,20,15,113,Funcionando
1748,Pukamuro Restaurante,Comida Peruana,-12.0142926,-76.9188894,LURIGANCHO,50,23,103,Funcionando
1749,PeÃ±a Local De Comidas Tipicas Los Wunbiduch,Comida Peruana,-11.8551125,-77.032139,CARABAYLLO,35,13,90,Funcionando
1750,Pollos a la brasa jhons,Polleria,-11.893527,-77.0290184,CARABAYLLO,45,30,106,Funcionando
1751,Toshi Japanese Restaurant,Comida China,-12.0998766,-77.03689,SAN ISIDRO,41,11,123,Funcionando
1752,La Grileria Eco Restaurante,Parrilla,-12.2132013,-76.8762605,PACHACAMAC,44,27,138,Funcionando
1753,Las Bochas Restaurante - AELU,Comida Peruana,-12.0732585,-77.0780611,PUEBLO LIBRE,40,24,92,Funcionando
1754,Restaurante Felicita,Comida Peruana,-11.8773955,-77.02679,CARABAYLLO,44,30,132,Funcionando
1755,LA FOGATA pollos y Parrillas - Santo Domingo,Parrilla,-11.8845774,-77.0345355,CARABAYLLO,38,25,154,Funcionando
1756,Coliseo de gallos El Gran Chaparral,Comida Peruana,-11.8835243,-77.0384083,CARABAYLLO,46,16,82,Funcionando
1757,Cebicheria Piscis Puente Piedra,Mariscos,-11.8641844,-77.0787737,PUENTE PIEDRA,50,28,95,Funcionando
1758,El salon del pollo,Polleria,-11.8856621,-77.0348353,CARABAYLLO,44,27,125,Funcionando
1759,Gio's,Comida Peruana,-11.9021723,-77.0409532,COMAS,43,30,90,Funcionando
1760,Restaurante El NorteÃ±o,Comida Peruana,-11.8917349,-77.0311692,CARABAYLLO,37,7,155,Funcionando
1761,El Buen Pescador,Mariscos,-12.0869537,-77.0311432,LINCE,43,9,138,Funcionando
1762,Kamincha Restaurante Bar,Comida Peruana,-12.04612,-77.028593,LIMA,30,26,104,Funcionando
1763,POLLERIA El ABUELO CARABAYLLO,Polleria,-11.8869858,-77.0357453,CARABAYLLO,42,7,118,Funcionando
1764,La Casa Del Ceviche,Mariscos,-11.8927038,-77.0223146,CARABAYLLO,36,19,141,Funcionando
1765,Restaurante Las Gemelas,Comida Peruana,-11.9909591,-77.0807505,LOS OLIVOS,50,11,107,Funcionando
1766,Polleria Machi's,Polleria,-11.8725855,-77.0153869,CARABAYLLO,44,25,116,Funcionando
1767,CARISA,Comida Peruana,-11.876994,-77.017843,CARABAYLLO,39,19,124,Funcionando
1768,El cartel,Comida Mexicana,-11.892547,-77.0386018,CARABAYLLO,50,20,123,Funcionando
1769,Restaurante,Comida Peruana,-11.9763453,-77.1050528,SAN MARTIN DE PORRES,50,19,106,Funcionando
1770,Chifa Polleria Ash Lee,Polleria,-11.8624428,-77.0085128,CARABAYLLO,50,26,80,Funcionando
1771,Convite,Comida Peruana,-12.0781213,-77.0652767,PUEBLO LIBRE,30,11,135,Funcionando
1772,La Diabla,Comida Peruana,-11.900554,-77.0340444,CARABAYLLO,43,8,86,Funcionando
1773,Pollos Arenas,Polleria,-11.8872339,-77.0356085,CARABAYLLO,48,20,112,Funcionando
1774,Restaurant Cevicheria La Mamachita,Mariscos,-11.8814094,-77.0365412,CARABAYLLO,42,29,105,Funcionando
1775,Sabor Picante,Comida Peruana,-11.8637866,-77.0777473,PUENTE PIEDRA,40,24,84,Funcionando
1776,Cedros Tia,Comida Peruana,-11.8831555,-77.0244397,CARABAYLLO,40,12,107,Funcionando
1777,Villa Chicken,Polleria,-12.074995,-77.0810599,SAN MIGUEL,43,21,159,Funcionando
1778,Restaurante Ericka,Comida Peruana,-11.8676669,-77.0233598,CARABAYLLO,50,23,159,Funcionando
1779,Restaurante-Polleria-Chifa,Polleria,-11.987228,-76.8978958,LURIGANCHO,40,14,115,Funcionando
1780,Pizarello Pizzas,Pizzeria,-11.8662217,-77.0769817,PUENTE PIEDRA,50,3,103,Funcionando
1781,LA HOGUERITA,Parrilla,-11.8707759,-77.0235328,CARABAYLLO,50,17,114,Funcionando
1782,Polleria Mi Paisa,Polleria,-11.8952687,-77.0295108,CARABAYLLO,50,28,160,Funcionando
1783,Lalo's Cevicheria,Mariscos,-11.8780445,-77.0295624,CARABAYLLO,41,26,122,Funcionando
1784,Pechitos Chicken,Polleria,-12.0046185,-76.8793522,LURIGANCHO,50,29,144,Funcionando
1785,Nanka,Mariscos,-12.0940452,-77.0344344,SAN ISIDRO,47,22,104,Funcionando
1786,Polleria Boulevard Bistro Carabayllo,Polleria,-11.8589899,-77.0467017,CARABAYLLO,50,12,133,Funcionando
1787,tanta & cafe,Cafeteria,-11.8630051,-77.0465187,CARABAYLLO,42,29,103,Funcionando
1788,Restaurante Vida Saludable - Vegano,Comida Vegetariana,-11.8969311,-77.0373261,CARABAYLLO,44,29,99,Funcionando
1789,Sol de carabayllo,Comida Peruana,-11.8725649,-77.0401876,CARABAYLLO,50,13,110,Funcionando
1790,La sazon D' Any,Fast-Food,-11.8779878,-77.029931,CARABAYLLO,42,14,108,Funcionando
1791,Parrilla Campo Verde,Comida Peruana,-11.8798593,-77.0201761,CARABAYLLO,41,22,155,Funcionando
1792,Restaurante Alvarado,Comida Peruana,-11.8642991,-77.0740167,PUENTE PIEDRA,30,6,133,Funcionando
1793,Kusina - Pachacamac,Comida Peruana,-12.2438423,-76.8793577,LURIN,44,27,99,Funcionando
1794,El Rincon Pastaza,Cafeteria,-12.0651963,-77.0595768,BREÃ‘A,50,14,91,Funcionando
1795,Restaurant Gemelos,Comida Peruana,-12.0890228,-77.0681761,MAGDALENA DEL MAR,50,11,100,Funcionando
1796,Restaurante Esperanza,Comida Peruana,-11.852389,-77.0021328,CARABAYLLO,50,18,127,Funcionando
1797,Polleria Guru Carabayllo,Comida Peruana,-11.8586356,-77.0455298,CARABAYLLO,43,11,131,Funcionando
1798,Corazon & Carbon Parrilla Peruana,Parrilla,-11.8964289,-77.0369316,CARABAYLLO,45,23,133,Funcionando
1799,Polleria Donalds,Polleria,-11.8795082,-77.0190115,CARABAYLLO,40,28,98,Funcionando
1800,DoÃ±a Virginia Anticucheria,Parrilla,-11.85907,-77.0462274,CARABAYLLO,42,25,91,Funcionando
1801,Pollos a La Brasa,Polleria,-12.031633,-77.0919826,SAN MARTIN DE PORRES,44,8,148,Funcionando
1802,Iconico,Postres,-11.7729624,-77.1746669,ANCON,40,9,142,Funcionando
1803,Anticucheria Chelita,Parrilla,-11.8533198,-77.0371593,CARABAYLLO,42,3,122,Funcionando
1804,La Cutervina,Parrilla,-11.8302106,-76.998023,CARABAYLLO,45,17,168,Funcionando
1805,Anticucheria La CabaÃ±ita,Parrilla,-11.9751967,-76.7690991,CHACLACAYO,42,12,128,Funcionando
1806,Rinconcito del sabor,Comida Peruana,-11.8876428,-77.0353178,CARABAYLLO,38,15,121,Funcionando
1807,restaurante campestre posada andina,Comida Peruana,-11.8596515,-77.0321053,CARABAYLLO,39,27,153,Funcionando
1808,CEVICHONGO RESTAURANTE,Mariscos,-11.9790744,-76.9074941,LURIGANCHO,50,20,105,Funcionando
1809,TANA Pizza al Taglio,Pizzeria,-12.091781,-77.08152,SAN MIGUEL,44,25,163,Funcionando
1810,El Ruedo RestoBar - Comas,Comida Peruana,-11.9024609,-77.0372251,COMAS,42,5,92,Funcionando
1811,Chicharroneria Mayumi,Chicharroneria,-11.8919124,-77.0308155,CARABAYLLO,32,24,135,Funcionando
1812,Della Nonna Pastas,Pizzeria,-12.091432,-76.9960834,SAN BORJA,42,4,108,Funcionando
1813,Rovegno,Comida Peruana,-12.0923128,-77.0462341,SAN ISIDRO,43,22,170,Funcionando
1814,Restaurante veva,Comida Peruana,-11.8808713,-77.0356644,CARABAYLLO,48,4,163,Funcionando
1815,El Otro Patio,Comida Peruana,-11.8962561,-77.0333058,CARABAYLLO,42,18,142,Funcionando
1816,El Refugio pollos&Parrillas - Carabayllo,Parrilla,-11.887254,-77.0238877,CARABAYLLO,50,12,124,Funcionando
1817,Restaurante Fussion,Comida Peruana,-11.8896907,-77.0278941,CARABAYLLO,30,16,101,Funcionando
1818,MUSEO DEL PISCO - LIMA,Bar,-12.0457155,-77.0294718,LIMA,44,8,108,Funcionando
1819,Cevicheria Sol & Mar,Mariscos,-11.8922005,-77.0294447,CARABAYLLO,43,26,83,Funcionando
1820,Restaurante Pizzeria El Capo,Pizzeria,-11.8781882,-77.01845,CARABAYLLO,40,14,129,Funcionando
1821,dulceria Magdalena,Postres,-12.0938989,-77.0737747,MAGDALENA DEL MAR,45,18,159,Funcionando
1822,Pollos ocaÃ±a,Polleria,-11.8270678,-77.0445771,CARABAYLLO,37,20,92,Funcionando
1823,Polleria Ricky & ToÃ±a,Polleria,-11.8708892,-77.0217951,CARABAYLLO,46,24,112,Funcionando
1824,CEVICHERIA EL CHE,Mariscos,-11.8881544,-77.023606,CARABAYLLO,39,11,88,Funcionando
1825,Restaurant Galipan,Comida Peruana,-12.0051966,-77.0695531,LOS OLIVOS,40,8,146,Funcionando
1826,BarraVas,Mariscos,-12.0959807,-77.0241622,SAN ISIDRO,42,21,137,Funcionando
1827,Don Guille Caja China y Parrillas,Parrilla,-11.9754171,-76.769658,CHACLACAYO,50,23,166,Funcionando
1828,El Pollon,Polleria,-12.1055269,-77.0563049,SAN ISIDRO,39,4,146,Funcionando
1829,Pizza Paolo's Carabayllo,Pizzeria,-11.8730481,-77.0157063,CARABAYLLO,38,3,101,Funcionando
1830,Caporal - Parrillas,Parrilla,-11.8964708,-77.0338761,CARABAYLLO,43,21,143,Funcionando
1831,Restaurant Polleria Pardos,Polleria,-11.8812368,-77.0237782,CARABAYLLO,40,8,105,Funcionando
1832,Fundo TANPU WASI - Hotel Campestre,Comida Peruana,-12.2536834,-76.8922116,LURIN,40,30,150,Funcionando
1833,CHINAWOK,Comida China,-12.0561246,-77.0374584,LIMA,39,24,110,Funcionando
1834,Chicharroneria La Casita,Chicharroneria,-11.8806427,-77.0322473,CARABAYLLO,45,18,157,Funcionando
1835,Restaurante cevicheria la pame,Mariscos,-11.8455375,-77.0990299,PUENTE PIEDRA,30,7,150,Funcionando
1836,Chifa Kam Fu,Comida China,-12.0920318,-77.0465636,SAN ISIDRO,40,17,168,Funcionando
1837,Restaurant La CusqueÃ±ita,Comida Peruana,-11.885022,-77.029335,CARABAYLLO,40,20,134,Funcionando
1838,La Choza Del Gringo,Comida Peruana,-11.8607079,-77.0109858,CARABAYLLO,47,23,116,Funcionando
1839,Pollo Loko,Polleria,-11.8552379,-77.037736,CARABAYLLO,30,28,167,Funcionando
1840,Restaurante,Comida Peruana,-12.0315208,-77.0685027,SAN MARTIN DE PORRES,50,15,127,Funcionando
1841,Chifa Xing Wang,Comida China,-11.8764433,-77.0173771,CARABAYLLO,41,14,136,Funcionando
1842,Piscinas El Bosque,Comida Peruana,-11.8306431,-77.0440939,CARABAYLLO,46,16,113,Funcionando
1843,Chifa Nan Lu,Comida China,-11.9022568,-77.036842,COMAS,38,9,122,Funcionando
1844,El Muelle De Javier,Mariscos,-11.8864617,-77.0381069,CARABAYLLO,45,19,128,Funcionando
1845,Pollos a la Brasa El Gordo,Polleria,-11.8523139,-77.0025338,CARABAYLLO,43,13,128,Funcionando
1846,OKEYLLAM Restaurant Campestre,Comida Peruana,-11.8313033,-76.9982637,CARABAYLLO,41,20,160,Funcionando
1847,RESTAURANTE CHIQUIS,Comida Peruana,-12.2922881,-76.8528414,LURIN,40,27,168,Funcionando
1848,LA SAPALLANGUINITA DE HUANCAYO,Comida Peruana,-12.0072102,-76.8855378,LURIGANCHO,50,13,144,Funcionando
1849,Restaurant Nieto's,Comida Peruana,-11.8602759,-77.0773024,PUENTE PIEDRA,10,26,110,Funcionando
1850,Campo deportivo Las chivas de carabayllo,Comida Peruana,-11.8570213,-77.0305788,CARABAYLLO,44,7,105,Funcionando
1851,FULL Sabor,Comida Peruana,-11.8966169,-77.0398874,CARABAYLLO,50,15,101,Funcionando
1852,CHIFA CALDO DE GALLINA  DOS ESTRELLAS,Comida China,-12.0261465,-76.8882355,ATE,50,15,91,Funcionando
1853,LA PIZCA cevicheria,Mariscos,-11.8212958,-77.0376375,CARABAYLLO,26,24,81,Funcionando
1854,Paradero SEOING,Comida Peruana,-11.9746622,-76.8972513,LURIGANCHO,40,4,128,Funcionando
1855,Por las rutas de sus mares,Mariscos,-11.881492,-77.0232121,CARABAYLLO,50,29,129,Funcionando
1856,El Huarique de Villa,Comida Peruana,-11.827014,-77.0393032,CARABAYLLO,35,19,161,Funcionando
1857,El Rincon del Chato - Pescados Y Mariscos,Mariscos,-11.8956415,-77.019842,CARABAYLLO,45,22,111,Funcionando
1858,LoopBar Peruana Fusion,Mariscos,-11.8924952,-77.0315112,CARABAYLLO,47,5,113,Funcionando
1859,Restaurante Sabores Del Peru,Comida Peruana,-11.9580042,-77.0728557,LOS OLIVOS,40,19,137,Funcionando
1860,RESTAURANT CHIFA Gian San,Comida China,-11.8666677,-77.076298,PUENTE PIEDRA,50,26,87,Funcionando
1861,Chancho al Palo Taita Deme,Chicharroneria,-11.8504963,-77.0317841,CARABAYLLO,40,20,82,Funcionando
1862,Don Raul,Comida Peruana,-12.0911197,-77.0728981,MAGDALENA DEL MAR,50,12,82,Funcionando
1863,Chancho al Palo Carlos Ramirez,Chicharroneria,-11.8550378,-77.0387683,CARABAYLLO,39,23,97,Funcionando
1864,Caldo de Gallina Judy,Comida Peruana,-11.89021,-77.0264517,CARABAYLLO,40,28,139,Funcionando
1865,Boxs,Comida Peruana,-11.9754641,-76.7700112,CHACLACAYO,10,24,132,Funcionando
1866,Estancia Del Apero,Comida Peruana,-12.158998,-76.8396824,PACHACAMAC,50,14,95,Funcionando
1867,DondeAlex,Comida Peruana,-11.9587566,-77.0740736,LOS OLIVOS,40,5,84,Funcionando
1868,A'Donde Joaquina,Comida Peruana,-11.9793281,-76.788419,CHACLACAYO,50,29,146,Funcionando
1869,El fabricante de sabores,Comida Peruana,-12.0489364,-77.0319965,LIMA,50,26,147,Funcionando
1870,La Granja de Don Mario,Comida Peruana,-11.8793339,-77.0314162,CARABAYLLO,50,8,107,Funcionando
1871,La Ponderosa Huachipa,Comida Peruana,-12.0116188,-76.9382355,LURIGANCHO,37,23,128,Funcionando
1872,Machis,Comida Peruana,-11.8950827,-77.0301811,CARABAYLLO,43,15,97,Funcionando
1873,Cevicheria El Corsario,Mariscos,-11.8919899,-77.0297478,CARABAYLLO,40,13,145,Funcionando
1874,Restaurante Campestre Sonia Morales,Comida Peruana,-11.849441,-77.0299808,CARABAYLLO,40,18,82,Funcionando
1875,Raja Tabla Pollos a la leÃ±a,Polleria,-11.9027778,-77.0413889,COMAS,44,12,155,Funcionando
1876,Cevicheria Pez Lenguado,Mariscos,-11.8502477,-77.0670592,CARABAYLLO,44,7,125,Funcionando
1877,Polleria Chany carabayllo,Polleria,-11.8853826,-77.0347062,CARABAYLLO,37,28,109,Funcionando
1878,Pollos y Parrillas Donal's,Polleria,-11.8840236,-77.0342526,CARABAYLLO,45,23,114,Funcionando
1879,De la selva su cocona,Comida Peruana,-12.0729779,-77.0656348,PUEBLO LIBRE,50,11,109,Funcionando
1880,Altamar Restaurant,Mariscos,-12.4816183,-76.798033,PUCUSANA,50,20,170,Funcionando
1881,Restaurant Cevicheria  El Palacio Del Cuy ,Mariscos,-11.8595549,-77.0322029,CARABAYLLO,39,9,99,Funcionando
1882,CAFe & SABOR,Cafeteria,-11.8850027,-77.0274649,CARABAYLLO,44,16,86,Funcionando
1883,Restaurante La Chinita Del Norte,Comida Peruana,-11.8959783,-77.0297475,CARABAYLLO,43,22,115,Funcionando
1884,Hamburgo Chacla,Fast-Food,-11.9910831,-76.8221008,CHACLACAYO,44,21,155,Funcionando
1885,Pollos el Karioco,Polleria,-11.8845961,-77.0342251,CARABAYLLO,47,27,152,Funcionando
1886,LA GUAPA,Fast-Food,-11.8417784,-77.0773423,CARABAYLLO,38,20,82,Funcionando
1887,Paradero Pollo,Polleria,-11.8757527,-77.0166449,CARABAYLLO,35,20,115,Funcionando
1888,La Fogata RESTO Bar,Comida Peruana,-11.9033573,-77.0334563,CARABAYLLO,41,19,112,Funcionando
1889,CEVICHERIA BAHIA DEL NORTE,Mariscos,-11.8346125,-77.111009,PUENTE PIEDRA,43,20,149,Funcionando
1890,Chifa Elyos,Comida China,-11.8536946,-77.0358789,CARABAYLLO,41,9,168,Funcionando
